id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
29148;Aina;"&quot;Forever.&quot; Also Nigerian name meaning &quot;difficult birth.&quot;";Female;Scandinavian;42000;04.07.2016 15:26:00;myData.biz
29149;Aina;Joy;Female;Celtic;42000;04.07.2016 15:26:07;myData.biz
29150;Aina;"Yoruba of Nigeria female name meaning &quot;difficult birth,&quot; such as a child born with umbilical cord around neck.";Female;African;42000;04.07.2016 15:26:15;myData.biz
29151;Aindreas;manly;Male;Gaelic;66;04.07.2016 15:26:26;myData.biz
29152;Aindreas;Strong;Male;Irish;66;04.07.2016 15:26:31;myData.biz
29153;Aindreas;Strong;Male;Scottish;66;04.07.2016 15:26:39;myData.biz
29154;Aine;"&quot;Happiness.&quot;";Female;Celtic;11000;04.07.2016 15:26:49;myData.biz
29155;Aine;Ardent;Female;Irish;11000;04.07.2016 15:26:55;myData.biz
29156;Aine;Fire or joy;Female;Celtic;11000;04.07.2016 15:27:03;myData.biz
29157;Aineislis;Glorious stand;Male;Irish;1;04.07.2016 15:27:11;myData.biz
29158;Aingeal;Angel;Female;Celtic;186;04.07.2016 15:27:23;myData.biz
29159;Aingeal;Angel;Female;Irish;186;04.07.2016 15:27:29;myData.biz
29160;Aingealag;angel;Female;Gaelic;32;04.07.2016 15:27:39;myData.biz
29161;Aingeru;messenger;Male;Basque;458;04.07.2016 15:27:45;myData.biz
29162;Aini;"spring; flower; source; choice";Female;Arabic;29000;04.07.2016 15:27:52;myData.biz
29163;Ainmire;Great lord;Male;Irish;35;04.07.2016 15:28:03;myData.biz
29164;Ainslee;My meadow;Female;Scottish;555;04.07.2016 15:28:10;myData.biz
29165;Ainsley;from Ann's meadow;Male;English;8000;04.07.2016 15:28:17;myData.biz
29166;Ainsley;From the awe inspiring one's meadow;Male;English;8000;04.07.2016 15:28:23;myData.biz
29167;Ainsley;My own meadow.;Female;Scottish;8000;04.07.2016 15:28:31;myData.biz
29168;Ainsley;Scottish/Gaelic. Named for the place. Originally a surname. Unisexual. Variants include Ainslee, Ainsleigh, Ainslie, Ansley, Aynslee, Aynsley, Aynslie.;Female;Gaelic;8000;04.07.2016 15:28:39;myData.biz
29169;Ainsley;Scottish/Gaelic. Named for the place. Originally a surname. Unisexual. Variants include Ainslee, Ainsleigh, Ainslie, Ansley, Aynslee, Aynsley, Aynslie.;Female;Scottish;8000;04.07.2016 15:28:47;myData.biz
29170;Ainslie;From Ann's meadow;Male;English;3000;04.07.2016 15:28:58;myData.biz
29171;Ainsworth;From Ann's estate;Male;English;12000;04.07.2016 15:29:04;myData.biz
29172;Aintzane;Glorious;Female;Spanish;738;04.07.2016 15:29:14;myData.biz
29173;Aintzane;glory;Female;Basque;738;04.07.2016 15:29:19;myData.biz
29174;Airavata;child of water;Male;Indian;42;04.07.2016 15:29:33;myData.biz
29175;Airdsgainne;from the height of the cliff;Male;Gaelic;0;04.07.2016 15:29:35;myData.biz
29176;Airell;Nobleman;Male;Celtic;184;04.07.2016 15:29:46;myData.biz
29177;Airic;Agreeable;Female;Celtic;419;04.07.2016 15:29:54;myData.biz
29178;Airlea;"&quot;Ethereal.&quot; Variants include Airla, Airlia.";Female;Greek;16;04.07.2016 15:30:01;myData.biz
29179;Airleas;oath;Female;Gaelic;6;04.07.2016 15:30:08;myData.biz
29180;Airleas;Oath;Female;Irish;6;04.07.2016 15:30:15;myData.biz
29181;Airleas;pledge;Male;Gaelic;6;04.07.2016 15:30:23;myData.biz
29182;Airleas;Pledge;Male;Irish;6;04.07.2016 15:30:31;myData.biz
29183;Airrin;Unknown;Female;Irish;58;04.07.2016 15:30:42;myData.biz
29184;Aisford;Lives by the ash tree ford;Male;English;5;04.07.2016 15:30:49;myData.biz
29185;Aisha;"&quot;Woman; life; alive.&quot; Name of Mohammed's youngest and most favored wife. Variants include Aeesha, Aeeshah, Aesha, Aeshah, Aiesha, Aieshah, Aishah, Aisia, Aisiah, Asha, Ashah, Ashia, Ashiah, Asia, Asiah, Ayeesa, Ayeesah, Ayeesha, Ayeeshah, Ayeisa, Ayeisah, Ayeisha, Ayeishah, Ayisa, Ayisah, Ayisha, Ayishah, Ieasha, Ieashah, Eiashia, Ieashiah, Iesha, Ieshah, Ieesha, Ieeshah, Ieeshia, Ieeshiah, Yiesha, Yieshah.";Female;Arabic;83000;04.07.2016 15:30:55;myData.biz
29186;Aisha;Lively: Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.;Female;Arabic;83000;04.07.2016 15:31:03;myData.biz
29187;Aisha;"These Swahili and Arabic female names mean &quot;woman, life, alive&quot; and refer to the Muslim Prophet Muhammed's favored wife. See Aisha under the Arabic category for more variants.";Female;African;83000;04.07.2016 15:31:11;myData.biz
29188;Aishah;Woman. Life. Aisha was the name of the favorite wife of the prophet Mohammed.;Female;Arabic;11000;04.07.2016 15:31:21;myData.biz
29189;A'ishah;Lively;Female;Arabic;159;04.07.2016 15:31:30;myData.biz
29190;Aisley;Dwells at the ash tree meadow;Female;Anglo-Saxon;340;04.07.2016 15:31:37;myData.biz
29191;Aisley;From the ash tree grove;Female;English;340;04.07.2016 15:31:43;myData.biz
29192;Aisley;Lives in the ash tree grove;Male;English;340;04.07.2016 15:31:51;myData.biz
29193;Aislin;Vision;Female;Irish;744;04.07.2016 15:32:02;myData.biz
29194;Aisling;Vision;Female;Irish;13000;04.07.2016 15:32:10;myData.biz
29195;Aislinn;"Irish/Gaelic name meaning &quot;Vision; dream.&quot;Variants include Aislin, Aisling, Ashling, Isleen.";Female;Gaelic;4000;04.07.2016 15:32:18;myData.biz
29196;Aislinn;Vision;Female;Irish;4000;04.07.2016 15:32:23;myData.biz
29197;Aisly;Dwells at the ash tree meadow;Female;Anglo-Saxon;140;04.07.2016 15:32:32;myData.biz
29198;Aislynn;Inspiration. Variant of Aislinn.;Female;Celtic;600;04.07.2016 15:32:41;myData.biz
29199;Aiston;From the ash tree farm;Male;English;219;04.07.2016 15:32:51;myData.biz
29200;Aitan;Strong;Male;Hebrew;713;04.07.2016 15:32:57;myData.biz
29201;Aitana;glory;Female;Basque;5000;04.07.2016 15:33:05;myData.biz
29202;Aithne;Fire;Female;Celtic;112;04.07.2016 15:43:53;myData.biz
29203;Aithne;"Irish/Gaelic name meaning &quot;fire.&quot;Feminine form of Aidan. Variants include Aine, Aithnea, Eithne, Ena, Ethnah, Ethnea, Ethnee.";Female;Gaelic;112;04.07.2016 15:44:00;myData.biz
29204;Aithne;"Irish/Gaelic name meaning &quot;fire.&quot;Feminine form of Aidan. Variants include Aine, Aithnea, Eithne, Ena, Ethnah, Ethnea, Ethnee. ALASTRINA, ALASTRIONA";Female;Irish;112;04.07.2016 15:44:08;myData.biz
29205;Ai-Wahed;the only one;Male;Arabian;0;04.07.2016 15:44:15;myData.biz
29206;Aiya;Bird;Female;Hebrew;4000;04.07.2016 15:44:24;myData.biz
29207;Aiyana;Eternal blossom;Female;Native American;2000;04.07.2016 15:44:33;myData.biz
29208;Aiyanna;Eternal Blossom;Female;Native American;715;04.07.2016 15:44:42;myData.biz
29209;Aja;goat;Male;Indian;82000;04.07.2016 15:44:49;myData.biz
29210;Aja;High Priestess of Mecca.;Female;African;82000;04.07.2016 15:44:55;myData.biz
29211;Ajanae;;Female;American;230;04.07.2016 15:45:07;myData.biz
29212;Ajani;He Who Wins the Struggle. Victorious.;Male;African;4000;04.07.2016 15:45:12;myData.biz
29213;Ajax;eagle;Male;Greek;21000;04.07.2016 15:45:21;myData.biz
29214;Ajay;"""Unconquerable, Invincible""";Male;Indian;131000;04.07.2016 15:45:30;myData.biz
29215;Ajmal;Handsome;Male;Arabic;0;04.07.2016 15:45:35;myData.biz
29216;Akando;Ambush;Male;Native American;69;04.07.2016 15:45:46;myData.biz
29217;Akansha;Wish or desire.;Female;Indian;4000;04.07.2016 15:45:53;myData.biz
29218;Akasma;white climbing rose;Female;Turkish;159;04.07.2016 15:46:07;myData.biz
29219;Akecheta;Fighter (Sioux);Male;Native American;54;04.07.2016 15:46:11;myData.biz
29220;Akecheta;"Sioux name meaning &quot; fighter.&quot; AKULE";Male;Native;54;04.07.2016 15:46:16;myData.biz
29221;Akeila;From the Arabic name Akilah meaning Wise: Bright: smart.;Female;Russian;267;04.07.2016 15:46:28;myData.biz
29222;Akela;"Hawaiian form of Adele, &quot;noble.&quot;";Female;Hawaiian;3000;04.07.2016 15:46:33;myData.biz
29223;Akello;"Alur of Uganda name meaning &quot;I have brought&quot; or &quot;bring forth.&quot;";Male;African;970;04.07.2016 15:46:40;myData.biz
29224;Akeno;"In the morning; bright shining field";Male;Japanese;853;04.07.2016 15:46:49;myData.biz
29225;Akhenaten;devoted to Aten;Male;Egyptian;141;04.07.2016 15:46:58;myData.biz
29226;Akhil;"""World, Whole Perfect Entire, Complete, All encompassing""";Male;Unknown;36000;04.07.2016 15:47:04;myData.biz
29227;Aki;born in Autumn;Female;Japanese;72000;04.07.2016 15:47:12;myData.biz
29228;Akia;"African name meaning &quot;first born.&quot;";Male;African;2000;04.07.2016 15:47:22;myData.biz
29229;Akiba;Replaces;Male;Hebrew;4000;04.07.2016 15:47:29;myData.biz
29230;Akibe;Protected;Female;Hebrew;271;04.07.2016 15:47:40;myData.biz
29231;Akiha;Protected;Female;Hebrew;563;04.07.2016 15:47:46;myData.biz
29232;Akiiki;friendly;Male;Egyptian;240;04.07.2016 15:47:56;myData.biz
29233;Akiko;"autumn child; iris";Female;Japanese;14000;04.07.2016 15:48:02;myData.biz
29234;Akil;from the Akil;Male;Basque;22000;04.07.2016 15:48:10;myData.biz
29235;Akil;from the river Akil;Male;Greek;22000;04.07.2016 15:48:15;myData.biz
29236;Akil;intelligent;Male;Arabic;22000;04.07.2016 15:48:23;myData.biz
29237;Akil;intelligent;Male;Egyptian;22000;04.07.2016 15:48:31;myData.biz
29238;Akila;intelligent;Female;Egyptian;7000;04.07.2016 15:48:41;myData.biz
29239;Akilah;intelligent one who reasons.;Female;African;4000;04.07.2016 15:48:49;myData.biz
29240;Akilah;Wise: Bright: smart.;Female;Arabic;4000;04.07.2016 15:48:55;myData.biz
29241;Akilah;"wise; one who reasons";Female;Arabic;4000;04.07.2016 15:49:03;myData.biz
29242;Akili;Intelligent.;Female;African;2000;04.07.2016 15:49:13;myData.biz
29243;Akilina;"Greek/Russian name meaning &quot; eagle.&quot; Variants include Acquilina, Aquilina, Aquiline.";Female;Greek;744;04.07.2016 15:49:20;myData.biz
29244;Akim;According to an Ibibio of Nigeria folktale, Akim was a gorgeous, fat, young woman made of oil who melted in the sun while doing farm labor.;Female;African;17000;04.07.2016 15:49:29;myData.biz
29245;Akim;God will establish;Male;Hebrew;17000;04.07.2016 15:49:35;myData.biz
29246;Akin;"Yoruba of Nigeria name meaning &quot;warrior, hero, brave man.&quot;This name is often used in compound names such as Akinwole and Akintunde.";Male;African;301000;04.07.2016 15:49:45;myData.biz
29247;Akina;spring flower;Female;Japanese;5000;04.07.2016 15:49:53;myData.biz
29248;Akins;brave;Male;Egyptian;10000;04.07.2016 15:50:01;myData.biz
29249;Akinsanya;"Yoruba of Nigeria name meaning &quot;bravery gets revenge.&quot;";Male;African;1000;04.07.2016 15:50:10;myData.biz
29250;Akintunde;"Yoruba of Nigeria name meaning &quot;bravery returns.&quot;";Male;African;3000;04.07.2016 15:50:17;myData.biz
29251;Akinwole;"Yoruba of Nigeria name meaning &quot;bravery enters this home.&quot;";Male;African;293;04.07.2016 15:50:26;myData.biz
29252;Akinyemi;"Yoruba of Nigeria name meaning &quot;fated to be a warrior.&quot;";Male;African;4000;04.07.2016 15:50:33;myData.biz
29253;Akir;Anchor;Male;Scottish;3000;04.07.2016 15:50:40;myData.biz
29254;Akira;Anchor;Female;Scottish;60000;04.07.2016 15:50:49;myData.biz
29255;Akira;anchor AILA;Female;Scottish;60000;04.07.2016 15:50:55;myData.biz
29256;Akiva;"&quot;Protect; shelter.&quot; Variants include Akibe, Akiba, Kiba, Kibah, Kiva, Kivah, Kivi.";Female;Hebrew;4000;04.07.2016 15:51:05;myData.biz
29257;Akiva;Protected;Female;Hebrew;4000;04.07.2016 15:51:12;myData.biz
29258;Akiva;Replaces;Male;Hebrew;4000;04.07.2016 15:51:19;myData.biz
29259;Akker;From the oak tree;Male;English;4000;04.07.2016 15:51:29;myData.biz
29260;Akosua;Akan or Ahsanti of Ghana name for females born on Sunday.;Female;African;3000;04.07.2016 15:51:41;myData.biz
29261;Akpenamawu;"Ewe of Ghana name meaning &quot;thanks to God.&quot;The Ghanaian short form of this name is AKPENA.";Female;African;0;04.07.2016 15:51:43;myData.biz
29262;Akram;Generous;Male;Arabic;63000;04.07.2016 15:51:53;myData.biz
29263;Aksel;Father of peace;Male;German;14000;04.07.2016 15:52:01;myData.biz
29264;Aksel;Father of peace;Male;Hebrew;14000;04.07.2016 15:52:07;myData.biz
29265;Akshamala;meaning unknown;Female;Indian;2;04.07.2016 15:52:15;myData.biz
29266;Akshat;One who cannot be injured;Male;Unknown;7000;04.07.2016 15:52:24;myData.biz
29267;Akshobhya;myth name (one of the Dhyani-Buddhas);Male;Indian;37;04.07.2016 15:52:33;myData.biz
29268;Akua;Akan of Ghana name for females born on Wednesday.;Female;African;6000;04.07.2016 15:52:43;myData.biz
29269;Akua;Queen of the leader. Wise.;Female;African;6000;04.07.2016 15:52:47;myData.biz
29270;Akub;Replaces;Male;Hebrew;249;04.07.2016 15:52:57;myData.biz
29271;Akule;Looks up;Male;Native American;79;04.07.2016 15:53:06;myData.biz
29272;Al;An abbreviation of names beginning with Al-;Male;English;3000000;04.07.2016 15:53:12;myData.biz
29273;Ala';nobility;Male;Arabic;109000;04.07.2016 15:53:20;myData.biz
29274;Alacoque;meaning unknown;Female;French;218;04.07.2016 15:53:31;myData.biz
29275;Aladdin;nobility of faith;Male;Arabic;13000;04.07.2016 15:53:36;myData.biz
29276;Alafin;"A title meaning &quot;king&quot; once used by the Yoruba people of Nigeria.";Male;African;53;04.07.2016 15:53:46;myData.biz
29277;Alahhaois;Famous soldier;Male;Irish;0;04.07.2016 15:53:51;myData.biz
29278;Al-Ahmar;the bay;Male;Arabian;363;04.07.2016 15:54:04;myData.biz
29279;Alaia;"&quot;Sublime.&quot;";Female;Arabic;1000;04.07.2016 15:54:09;myData.biz
29280;Alain;From Alain le Gros one of the Fisher kings;Male;Arthurian Legend;159000;04.07.2016 15:54:17;myData.biz
29281;Alain;from Alain le Gros, one of the Fisher kings (thirteenth century);Male;Arthurian;159000;04.07.2016 15:54:23;myData.biz
29282;Alain;handsome;Male;French;159000;04.07.2016 15:54:33;myData.biz
29283;Alaina;Dear child.;Female;Irish;18000;04.07.2016 15:54:40;myData.biz
29284;Alaine;Beautiful;Female;Irish;4000;04.07.2016 15:54:59;myData.biz
29285;Alaine;Dear child.;Female;French;4000;04.07.2016 15:55:05;myData.biz
29286;Alaine;"Feminine form of Irish/Gaelic Alan, meaning &quot;rock; comely; beautiful.&quot; Variants include Alaina, Alayna, Alayne, Aleine, Alenne, Allaine, Allayne, Alleine, Alenne, Aleyne.";Female;French;4000;04.07.2016 15:55:11;myData.biz
29287;Alair;Cheerful: glad. Variant of Hilary.;Female;French;1000;04.07.2016 15:55:21;myData.biz
29288;Alala;Myth name of the sister of Ares, god of war.;Female;Greek;1000;04.07.2016 15:55:29;myData.biz
29289;Al'alim;Omniscient;Male;Arabic;73;04.07.2016 15:55:42;myData.biz
29290;Alamea;"&quot;Ripe; precious.&quot;";Female;Hawaiian;124;04.07.2016 15:55:46;myData.biz
29291;Alameda;Grove of cottonwood;Female;Native American;31000;04.07.2016 15:55:52;myData.biz
29292;Alameda;Promenade;Female;Spanish;31000;04.07.2016 15:55:59;myData.biz
29293;Alan;Fair: handsome. See also Allen.;Male;Celtic;776000;04.07.2016 15:56:08;myData.biz
29294;Alan;Fair: handsome. See also Allen.;Male;English;776000;04.07.2016 15:56:15;myData.biz
29295;Alan;handsome;Male;Celtic;776000;04.07.2016 15:56:23;myData.biz
29296;Alana;Beautiful: Dear child.;Female;Irish;88000;04.07.2016 15:56:33;myData.biz
29297;Alana;"feminine of Alan &quot;awakening.&quot;";Female;Hawaiian;88000;04.07.2016 15:56:39;myData.biz
29298;Alana;offering;Female;Hawaiian;88000;04.07.2016 15:56:47;myData.biz
29299;Alandra;Variant of Alexandra defender of mankind.;Female;Spanish;847;04.07.2016 15:56:59;myData.biz
29300;Alane;Fair;Female;Celtic;4000;04.07.2016 15:57:05;myData.biz
29301;Alani;Dear child.;Female;Irish;7000;04.07.2016 15:57:13;myData.biz
29302;Alani;orange tree;Female;Hawaiian;7000;04.07.2016 15:57:19;myData.biz
29303;Alanna;"&quot;Rock&quot; or &quot;comely; beautiful.&quot; Also possibly a derivative of Old French Elaine (bright; shining) or Greek Helen (light). Variants include Alain, Alaina, Alaine, Alana, Alane, Alannah, Alayne, Alene, Aleyna, Aleyne, Alina, Alleen, Allena, Allene, Allyna, Alleynah, Alleyne, Allina, Allinah, Allyn, Lana, Lanah, Lanna, Lannah, Aleyna, Aleynah.";Female;Gaelic;23000;04.07.2016 15:57:28;myData.biz
29304;Alanna;Beautiful. Dear child.;Female;Irish;23000;04.07.2016 15:57:36;myData.biz
29305;Alanna;Fair;Female;Celtic;23000;04.07.2016 15:57:43;myData.biz
29306;Alannah;Dear child.;Female;Irish;6000;04.07.2016 15:57:54;myData.biz
29307;Alano;Handsome;Male;Spanish;4000;04.07.2016 15:58:01;myData.biz
29308;Alanson;Son of Allan;Male;Celtic;947;04.07.2016 15:58:11;myData.biz
29309;Alanza;Ready for battle. Feminine of Alonzo.;Female;Spanish;383;04.07.2016 15:58:18;myData.biz
29310;Alanzo;Form of Alphonse: see Alfonso.;Male;Spanish;431;04.07.2016 15:58:27;myData.biz
29311;Alaqua;Sweet gum tree;Female;Native American;135;04.07.2016 15:58:38;myData.biz
29312;Alaric;Noble leader;Male;German;3000;04.07.2016 15:58:40;myData.biz
29313;Alarica;All ruler;Female;German;83;04.07.2016 15:58:52;myData.biz
29314;Alarice;"Old German name meaning &quot; all-ruler; noble king.&quot; Feminine form of Alaric, king of the Visigoths. Variant Alarica exists.";Female;German;337;04.07.2016 15:58:58;myData.biz
29315;Alarice;Rules all. Feminine of Alaric.;Female;English;337;04.07.2016 15:59:04;myData.biz
29316;Alarice;Rules all. Feminine of Alaric.;Female;German;337;04.07.2016 15:59:12;myData.biz
29317;Alarick;Noble leader;Male;German;148;04.07.2016 15:59:22;myData.biz
29318;Alarico;Rules all;Male;Spanish;544;04.07.2016 15:59:31;myData.biz
29319;Alarik;Noble leader;Male;German;327;04.07.2016 15:59:37;myData.biz
29320;Alasdair;Defender of mankind. Variant of Alexander;Male;Scottish;5000;04.07.2016 15:59:45;myData.biz
29321;Al-Asfan;the yellow;Male;Arabian;2;04.07.2016 15:59:51;myData.biz
29322;Al-Ashab;the grey;Male;Arabian;29;04.07.2016 16:00:05;myData.biz
29323;Alastair;avenger;Male;Greek;15000;04.07.2016 16:00:09;myData.biz
29324;Alastair;Defender of man;Male;Scottish;15000;04.07.2016 16:00:15;myData.biz
29325;Alastair;"Scottish feminine form of Greek Alexander, &quot;man's defender.&quot; More commonly used as a male name. Variant Alasdair exists. ALPINA";Female;Scottish;15000;04.07.2016 16:00:23;myData.biz
29326;Alastrina;Defends mankind;Female;Celtic;34;04.07.2016 16:00:35;myData.biz
29327;Alastrina;Feminine form of Alastair avenger;Female;Irish;34;04.07.2016 16:00:41;myData.biz
29328;Alastrine;Defends mankind;Female;Celtic;6;04.07.2016 16:00:48;myData.biz
29329;Alastriona;defends mankind;Female;Celtic;36;04.07.2016 16:00:58;myData.biz
29330;Alastriona;Feminine form of Alastair avenger;Female;Irish;36;04.07.2016 16:01:04;myData.biz
29331;Alaula;"&quot;Light of daybreak.&quot;";Female;Hawaiian;54;04.07.2016 16:01:15;myData.biz
29332;Alawa;"Algonquin name meaning &quot;pea.&quot; ALGOMA";Female;Native;602;04.07.2016 16:01:21;myData.biz
29333;Alawa;Pea (Algonquin);Female;Native American;602;04.07.2016 16:01:27;myData.biz
29334;Alayla;War goddess.;Female;Greek;140;04.07.2016 16:01:38;myData.biz
29335;Alayna;Dear child.;Female;Irish;8000;04.07.2016 16:01:48;myData.biz
29336;Alayne;Beautiful: Dear child.;Female;Irish;2000;04.07.2016 16:01:53;myData.biz
29337;Alaysha;"""Noble, Kind""";Female;Unknown;432;04.07.2016 16:02:03;myData.biz
29338;Alayziah;Product of an undying love.;Female;American;13;04.07.2016 16:02:09;myData.biz
29339;Alazne;miracle;Female;Basque;1000;04.07.2016 16:02:17;myData.biz
29340;Alazne;Miracle;Female;Spanish;1000;04.07.2016 16:02:23;myData.biz
29341;Alba;A place name.;Male;Spanish;215000;04.07.2016 16:02:33;myData.biz
29342;Albaric;Blond ruler;Male;French;41;04.07.2016 16:02:44;myData.biz
29343;Alberga;"&quot;noble.&quot; Also a Latin name meaning &quot;white,&quot; and related to a French/Italian word meaning &quot;inn.&quot; Variant Alberge exists.";Female;German;508;04.07.2016 16:02:51;myData.biz
29344;Alberga;"&quot;White.&quot; Also an Old German name meaning &quot;noble,&quot; and related to a French/Italian word meaning &quot;inn.&quot; Variant Alberge exists.";Female;Latin;508;04.07.2016 16:02:56;myData.biz
29345;Albern;Noble warrior;Male;English;439;04.07.2016 16:03:07;myData.biz
29346;Albert;Intelligent or noble;Male;German;586000;04.07.2016 16:03:12;myData.biz
29347;Albert;noble, bright;Male;English;586000;04.07.2016 16:03:19;myData.biz
29348;Albert;Noble: bright. Prince Albert was Queen Victoria's consort noted for enthusiastic support of the application of science to the modern industrial age. Albert Einstein devised the Theory of Relativity.;Male;English;586000;04.07.2016 16:03:27;myData.biz
29349;Alberta;noble;Female;English;386000;04.07.2016 16:03:36;myData.biz
29350;Alberta;Noble: bright. Feminine of Albert.;Female;English;386000;04.07.2016 16:03:43;myData.biz
29351;Alberta;Noble: bright. Feminine of Albert.;Female;German;386000;04.07.2016 16:03:51;myData.biz
29352;Alberteen;Noble;Female;English;51;04.07.2016 16:04:03;myData.biz
29353;Albertina;Feminine form of Albert;Female;French;6000;04.07.2016 16:04:12;myData.biz
29354;Albertina;Noble: bright. Feminine of Albert.;Female;English;6000;04.07.2016 16:04:15;myData.biz
29355;Albertina;Noble: bright. Feminine of Albert.;Female;German;6000;04.07.2016 16:04:23;myData.biz
29356;Albertine;feminine form of Albert;Female;French;2000;04.07.2016 16:04:35;myData.biz
29357;Albertine;Noble;Female;Spanish;2000;04.07.2016 16:04:39;myData.biz
29358;Albertine;Noble: bright. Feminine of Albert.;Female;English;2000;04.07.2016 16:04:47;myData.biz
29359;Albertine;Noble: bright. Feminine of Albert.;Female;German;2000;04.07.2016 16:04:55;myData.biz
29360;Alberto;Noble: bright.;Male;Spanish;582000;04.07.2016 16:05:05;myData.biz
29361;Albertyna;Noble;Female;English;43;04.07.2016 16:05:18;myData.biz
29362;Albertyne;Intelligent;Female;German;30;04.07.2016 16:05:25;myData.biz
29363;Albertyne;Noble;Female;English;30;04.07.2016 16:05:28;myData.biz
29364;Albin;White. Alban and Albin are English surnames probably based on Spanish/Italian place name Alba.;Male;English;16000;04.07.2016 16:05:36;myData.biz
29365;Albinia;"Feminine form of Alban and Albin. &quot;White; fair.&quot; Variants include Alba, Albina, Alva, Alvina, Aubine. ALBULA";Female;Latin;129;04.07.2016 16:05:49;myData.biz
29366;Albinia;white;Female;Italian;129;04.07.2016 16:05:52;myData.biz
29367;Albinus;name of an abbot;Male;Anglo;411;04.07.2016 16:06:02;myData.biz
29368;Albinus;Name of an abbot;Male;Anglo-Saxon;411;04.07.2016 16:06:07;myData.biz
29369;Albion;Britain;Male;Arthurian;23000;04.07.2016 16:06:17;myData.biz
29370;Albion;Britain;Male;Arthurian Legend;23000;04.07.2016 16:06:23;myData.biz
29371;Albion;White cliffs. Ancient poetic name for Britain.;Male;Celtic;23000;04.07.2016 16:06:31;myData.biz
29372;Albiona;white;Female;Arthurian;295;04.07.2016 16:06:42;myData.biz
29373;Albiona;White;Female;Arthurian Legend;295;04.07.2016 16:06:51;myData.biz
29374;Alborz;Mountains range in Iran;Male;Arabic;6000;04.07.2016 16:06:57;myData.biz
29375;Albracca;legend name;Female;French;3;04.07.2016 16:07:04;myData.biz
29376;Albrecht;Intelligent or noble;Male;German;26000;04.07.2016 16:07:13;myData.biz
29377;Albrecht;intelligent, noble;Male;German;26000;04.07.2016 16:07:21;myData.biz
29378;Albreda;"Feminine form of Old French Aubrey, &quot;counsel from the elves.&quot;";Female;German;49;04.07.2016 16:07:30;myData.biz
29379;Alburn;Noble warrior;Male;English;150;04.07.2016 16:07:38;myData.biz
29380;Alburt;Noble or bright;Male;English;86;04.07.2016 16:07:45;myData.biz
29381;Alcestis;Myth name from Euripides' play of the same name. In the play Alcestis gives her life to save her husband, but is rescued by Hercules.;Female;Greek;70;04.07.2016 16:07:54;myData.biz
29382;Alchfrith;meaning unknown;Male;Anglo;1;04.07.2016 16:08:00;myData.biz
29383;Alcides;descended from Alcaeus;Male;Greek;15000;04.07.2016 16:08:09;myData.biz
29384;Alcina;Myth name of a sorceress who when tired of her lovers would turn them into trees, stones or animals.Also feminine form ofAlcinous (king who entertained Odysseus). Variants include Alcine, Alcinia, Allcine, Allcinia, Alseena, Alsina, Alsinia, Alsyna, Alzina.;Female;Greek;3000;04.07.2016 16:08:18;myData.biz
29385;Alcinous;myth name (helps Odysseus return home);Male;Greek;10;04.07.2016 16:08:24;myData.biz
29386;Alcippe;myth name (daughter of Ares);Female;Greek;9;04.07.2016 16:08:33;myData.biz
29387;Alcmaeon;myth name (one of the Thebes attackers);Male;Greek;84;04.07.2016 16:08:42;myData.biz
29388;Alcmene;myth name (mother of Hercules);Female;Greek;43;04.07.2016 16:08:53;myData.biz
29389;Alcott;From the old cottage;Male;English;2000;04.07.2016 16:08:57;myData.biz
29390;Alcyone;feminine form of Alcyoneus (fought against Athene);Female;Greek;592;04.07.2016 16:09:06;myData.biz
29391;Alcyoneus;myth name (fought against Athena);Male;Greek;31;04.07.2016 16:09:15;myData.biz
29392;Ald;Old or wise;Male;German;12000;04.07.2016 16:09:21;myData.biz
29393;Alda;Old;Female;German;17000;04.07.2016 16:09:28;myData.biz
29394;Alda;"Old German feminine form of Aldo and Otto, &quot;Old; prosperous.&quot; Variants include Aldabella, Aldea, Aldina, Aldine, Aldona, Aleda, Alida, Alyda.";Female;German;17000;04.07.2016 16:09:35;myData.biz
29395;Alda;Wise. Elder. Variant of Aldo.;Female;Spanish;17000;04.07.2016 16:09:43;myData.biz
29396;Aldan;From the old manor;Male;English;5000;04.07.2016 16:09:52;myData.biz
29397;Aldara;"&quot;Winged gift.&quot;";Female;Greek;890;04.07.2016 16:10:02;myData.biz
29398;Alden;defender;Male;Anglo;22000;04.07.2016 16:10:09;myData.biz
29399;Alden;Defender;Male;Anglo-Saxon;22000;04.07.2016 16:10:15;myData.biz
29400;Alden;wise friend;Male;English;22000;04.07.2016 16:10:23;myData.biz
29401;Alden;Wise friend or from the old manor;Male;English;22000;04.07.2016 16:10:31;myData.biz
29402;Aldene;Wise. Elder. Variant of Aldo.;Female;Spanish;225;04.07.2016 16:10:43;myData.biz
29403;Alder;From the alder tree;Male;English;9000;04.07.2016 16:10:49;myData.biz
29404;Aldercy;Chief;Female;English;78;04.07.2016 16:10:57;myData.biz
29405;Aldfrith;name of a king;Male;Anglo;4;04.07.2016 16:11:04;myData.biz
29406;Aldfrith;Name of a king;Male;Anglo-Saxon;4;04.07.2016 16:11:11;myData.biz
29407;Aldhelm;name of a bishop;Male;Anglo;36;04.07.2016 16:11:24;myData.biz
29408;Aldhelm;Name of a bishop;Male;Anglo-Saxon;36;04.07.2016 16:11:28;myData.biz
