id;name;meaning;gender;origin;PeoplesCount;WhenPeoplesCount;Source
31896;Benn;Abbreviation of Benjamin and Benedict.;Male;English;14000;04.07.2016 21:45:05;myData.biz
31897;Bennet;Variant of Benedict.;Male;English;11000;04.07.2016 21:45:13;myData.biz
31898;Bennett;Variant of Benedict.;Male;English;232000;04.07.2016 21:45:21;myData.biz
31899;Bennie;Abbreviation of Benjamin and Benedict.;Male;English;11000;04.07.2016 21:45:28;myData.biz
31900;Bennu;eagle;Female;Egyptian;3000;04.07.2016 21:45:37;myData.biz
31901;Benny;Abbreviation of Benjamin and Benedict.;Male;English;74000;04.07.2016 21:45:44;myData.biz
31902;Benoic;From Ban;Male;Anglo-Saxon;10;04.07.2016 21:45:53;myData.biz
31903;Benon;Variant of Bert - industrious.;Male;English;1000;04.07.2016 21:46:00;myData.biz
31904;Benoni;Son of my sorrows;Male;Hebrew;10000;04.07.2016 21:46:09;myData.biz
31905;Benoyce;Name of a kingdom;Male;Arthurian Legend;1;04.07.2016 21:46:16;myData.biz
31906;Benoyce;name of a kingdom (thirteenth century);Male;Arthurian;1;04.07.2016 21:46:23;myData.biz
31907;Benroy;Son of a lion;Male;Hebrew;55;04.07.2016 21:46:34;myData.biz
31908;Benson;Son of Benjamin;Male;Hebrew;110000;04.07.2016 21:46:41;myData.biz
31909;Benson;Variant of Benedict.;Male;English;110000;04.07.2016 21:46:47;myData.biz
31910;Bent;blessed;Male;Danish;29000;04.07.2016 21:46:57;myData.biz
31911;Bentleah;From the bent grass meadow;Male;English;1;04.07.2016 21:47:06;myData.biz
31912;Bentleigh;From the bent grass meadow;Male;English;968;04.07.2016 21:47:13;myData.biz
31913;Bentley;From the bent grass meadow;Male;English;130000;04.07.2016 21:47:21;myData.biz
31914;Benton;lives on the moor;Male;English;61000;04.07.2016 21:47:28;myData.biz
31915;Benton;Settlement in a grassy place.;Male;English;61000;04.07.2016 21:47:35;myData.biz
31916;Benwick;From Ban;Male;Anglo-Saxon;76;04.07.2016 21:47:45;myData.biz
31917;Benzion;Son of Zion;Male;Hebrew;343;04.07.2016 21:47:53;myData.biz
31918;Beolagh;Foolish;Male;Irish;28;04.07.2016 21:48:03;myData.biz
31919;Beomann;Beekeeper;Male;English;0;04.07.2016 21:48:07;myData.biz
31920;Beomia;Battle maid;Female;Anglo-Saxon;0;04.07.2016 21:48:15;myData.biz
31921;Beore;Birch tree;Male;English;10;04.07.2016 21:48:24;myData.biz
31922;Beorht;Glorious;Male;English;3;04.07.2016 21:48:32;myData.biz
31923;Beorhthilde;Shining battlemaid;Female;English;1;04.07.2016 21:48:39;myData.biz
31924;Beorhthram;Bright raven;Male;English;1;04.07.2016 21:48:48;myData.biz
31925;Beorhthramm;Glorious raven;Male;English;0;04.07.2016 21:48:55;myData.biz
31926;Beorhttun;From the fortified town;Male;English;0;04.07.2016 21:49:03;myData.biz
31927;Beorn;warrior;Male;Anglo;288;04.07.2016 21:49:13;myData.biz
31928;Beorn;Warrior;Male;Anglo-Saxon;288;04.07.2016 21:49:19;myData.biz
31929;Beornet;Leader;Male;English;1;04.07.2016 21:49:28;myData.biz
31930;Beornham;From the nobleman's home;Male;English;0;04.07.2016 21:49:35;myData.biz
31931;Beornia;see Bernia.;Female;Anglo;0;04.07.2016 21:49:43;myData.biz
31932;Beornwulf;name of a king;Male;Anglo;1;04.07.2016 21:49:51;myData.biz
31933;Beornwulf;Name of a king;Male;Anglo-Saxon;1;04.07.2016 21:49:59;myData.biz
31934;Beortbtraed;Bright counselor;Female;English;0;04.07.2016 21:50:07;myData.biz
31935;Beowulf;intelligent wolf;Male;Anglo;1000;04.07.2016 21:50:16;myData.biz
31936;Beowulf;Intelligent wolf;Male;Anglo-Saxon;1000;04.07.2016 21:50:23;myData.biz
31937;Ber;Bear;Male;German;27000;04.07.2016 21:50:32;myData.biz
31938;Ber;bear;Male;Yiddish;27000;04.07.2016 21:50:39;myData.biz
31939;Berakhiah;God blesses;Male;Hebrew;2;04.07.2016 21:50:48;myData.biz
31940;Berangari;Spearbearer maid;Female;English;2;04.07.2016 21:50:55;myData.biz
31941;Berangaria;Name of a princess;Female;French;18;04.07.2016 21:51:08;myData.biz
31942;Berchtwald;Bright ruler;Male;German;3;04.07.2016 21:51:12;myData.biz
31943;Bercilak;The Green Knight;Male;Arthurian Legend;4;04.07.2016 21:51:20;myData.biz
31944;Bercleah;Lives at the birch tree meadow;Male;English;0;04.07.2016 21:51:27;myData.biz
31945;Berde;glacier;Male;Danish;4000;04.07.2016 21:51:37;myData.biz
31946;Berdina;Glorious;Female;German;560;04.07.2016 21:51:43;myData.biz
31947;Berdine;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;556;04.07.2016 21:51:53;myData.biz
31948;Berdine;Glorious;Female;German;556;04.07.2016 21:51:59;myData.biz
31949;Berdine;intelligent maid;Female;Greek;556;04.07.2016 21:52:07;myData.biz
31950;Berdy;Intelligent;Male;German;715;04.07.2016 21:52:16;myData.biz
31951;Berend;Brave as a bear;Male;German;3000;04.07.2016 21:52:25;myData.biz
31952;Berengaria;bear-spear maid;Female;English;61;04.07.2016 21:52:34;myData.biz
31953;Berengaria;Spearbearer maid;Female;English;61;04.07.2016 21:52:39;myData.biz
31954;Berenice;brings victory;Female;Greek;32000;04.07.2016 21:52:51;myData.biz
31955;Berenice;One who brings victory.;Female;French;32000;04.07.2016 21:52:55;myData.biz
31956;Beresford;From the barley ford;Male;English;6000;04.07.2016 21:53:05;myData.biz
31957;Beretun;From the barley farm;Male;English;14;04.07.2016 21:53:14;myData.biz
31958;Berford;From the barley ford;Male;English;54;04.07.2016 21:53:24;myData.biz
31959;Berg;mountain;Male;Dutch;120000;04.07.2016 21:53:28;myData.biz
31960;Berg;mountain;Male;German;120000;04.07.2016 21:53:35;myData.biz
31961;Bergitte;Danish form of Bridget (strong);Female;Danish;55;04.07.2016 21:53:47;myData.biz
31962;Berhane;"Female and male name in the Amharic and Tigrinya languages of Ethiopia which means &quot;my light.&quot;";Female;African;2000;04.07.2016 21:53:53;myData.biz
31963;Berhanu;"Amharic of Ethiopia name meaning &quot;his light.&quot;";Male;African;2000;04.07.2016 21:54:01;myData.biz
31964;Beric;Grain farm.;Male;English;1000;04.07.2016 21:54:08;myData.biz
31965;Berihun;"Amharic and Tigrinya of Ethiopia name meaning &quot;let him be our gate/our guidance.&quot;";Male;African;286;04.07.2016 21:54:17;myData.biz
31966;Berinhard;Brave as a bear;Male;German;17;04.07.2016 21:54:27;myData.biz
31967;Berit;Intelligent;Female;German;8000;04.07.2016 21:54:32;myData.biz
31968;Berit;Splendid;Female;Celtic;8000;04.07.2016 21:54:39;myData.biz
31969;Berk;solid and firm;Male;Turkish;410000;04.07.2016 21:54:48;myData.biz
31970;Berk;The birch tree meadow. Also see Barclay and Burke.;Male;English;410000;04.07.2016 21:54:56;myData.biz
31971;Berk;The birch tree meadow. Also see Barclay and Burke.;Male;Irish;410000;04.07.2016 21:55:03;myData.biz
31972;Berke;The birch tree meadow. Also see Barclay and Burke.;Male;English;133000;04.07.2016 21:55:12;myData.biz
31973;Berke;The birch tree meadow. Also see Barclay and Burke.;Male;Irish;133000;04.07.2016 21:55:20;myData.biz
31974;Berkeley;from the birch meadow;Male;Anglo;331000;04.07.2016 21:55:28;myData.biz
31975;Berkeley;From the birch meadow;Male;Anglo-Saxon;331000;04.07.2016 21:55:35;myData.biz
31976;Berkeley;Lives at the birch tree meadow;Male;English;331000;04.07.2016 21:55:43;myData.biz
31977;Berkeley;The birch tree meadow. Also see Barclay and Burke.;Male;Irish;331000;04.07.2016 21:55:51;myData.biz
31978;Berkley;The birch tree meadow. Also see Barclay and Burke.;Male;English;15000;04.07.2016 21:56:01;myData.biz
31979;Berkley;The birch tree meadow. Also see Barclay and Burke.;Male;Irish;15000;04.07.2016 21:56:07;myData.biz
31980;Berlyn;Son of Berl. See also Burl.;Male;German;1000;04.07.2016 21:56:17;myData.biz
31981;Bern;bear;Male;German;97000;04.07.2016 21:56:24;myData.biz
31982;Bernadea;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;7;04.07.2016 21:56:33;myData.biz
31983;Bernadette;feminine form of Bernard (bear);Female;French;45000;04.07.2016 21:56:41;myData.biz
31984;Bernadette;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;45000;04.07.2016 21:56:47;myData.biz
31985;Bernadette;has the courage of a bear;Female;German;45000;04.07.2016 21:56:55;myData.biz
31986;Bernadina;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;371;04.07.2016 21:57:06;myData.biz
31987;Bernadine;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;5000;04.07.2016 21:57:12;myData.biz
31988;Bernard;brave as a bear;Male;German;217000;04.07.2016 21:57:20;myData.biz
31989;Bernard;Strong as a bear. See also Bjorn.;Male;English;217000;04.07.2016 21:57:27;myData.biz
31990;Bernarda;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;4000;04.07.2016 21:57:37;myData.biz
31991;Bernardo;Brave as a bear;Male;German;156000;04.07.2016 21:57:44;myData.biz
31992;Bernardo;brave as a bear;Male;Italian;156000;04.07.2016 21:57:51;myData.biz
31993;Bernardo;Strong as a bear.;Male;Spanish;156000;04.07.2016 21:57:59;myData.biz
31994;Bernardyn;Brave as a bear;Male;German;42;04.07.2016 21:58:10;myData.biz
31995;Bernd;Brave as a bear;Male;German;33000;04.07.2016 21:58:16;myData.biz
31996;Berne;Bear;Male;German;10000;04.07.2016 21:58:25;myData.biz
31997;Berne;Variant of Bernard - strong as a bear.;Male;English;10000;04.07.2016 21:58:31;myData.biz
31998;Berneen;Feminine form of Bernard courage of a bear;Female;Irish;14;04.07.2016 21:58:40;myData.biz
31999;Berneen;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;14;04.07.2016 21:58:48;myData.biz
32000;Bernelle;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;140;04.07.2016 21:58:57;myData.biz
32001;Bernetta;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;1000;04.07.2016 21:59:05;myData.biz
32002;Bernette;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;397;04.07.2016 21:59:15;myData.biz
32003;Bernhard;Brave as a bear;Male;German;31000;04.07.2016 21:59:20;myData.biz
32004;Bernia;"&quot;Battle-maid.&quot; Variant, Beornia, exists.";Female;Anglo;432;04.07.2016 21:59:30;myData.biz
32005;Bernice;One who brings victory. Variant of Berenice.;Female;French;21000;04.07.2016 21:59:37;myData.biz
32006;Bernicia;One who brings victory.;Female;Spanish;146;04.07.2016 21:59:47;myData.biz
32007;Berniss;One who brings victory. Variant of Berenice.;Female;French;27;04.07.2016 21:59:55;myData.biz
32008;Bernita;Feminine of Bernard. St. Bernadette was canonized in 1933.;Female;French;2000;04.07.2016 22:00:01;myData.biz
32009;Bernlak;the Green Knight;Male;Arthurian;3;04.07.2016 22:00:07;myData.biz
32010;Bernlak;The Green Knight;Male;Arthurian Legend;3;04.07.2016 22:00:17;myData.biz
32011;Bernon;Brave as a bear;Male;German;471;04.07.2016 22:00:24;myData.biz
32012;Bernyce;One who brings victory. Variant of Berenice.;Female;French;55;04.07.2016 22:00:35;myData.biz
32013;Beroe;myth name;Female;Greek;768;04.07.2016 22:00:42;myData.biz
32014;Berowalt;Mighty as a bear;Male;German;3;04.07.2016 22:00:48;myData.biz
32015;Berrin;Bear;Male;German;32000;04.07.2016 22:00:57;myData.biz
32016;Bersules;a knight;Male;Arthurian;0;04.07.2016 22:01:03;myData.biz
32017;Bersules;A knight;Male;Arthurian Legend;0;04.07.2016 22:01:11;myData.biz
32018;Bert;glorious;Male;English;69000;04.07.2016 22:01:20;myData.biz
32019;Bert;Glorious: Illustrious.;Male;English;69000;04.07.2016 22:01:27;myData.biz
32020;Berta;"Amharic of Ethiopia name meaning &quot;be strong, be vigilant, persevere.&quot;";Male;African;24000;04.07.2016 22:01:36;myData.biz
32021;Berta;Bright;Female;Spanish;24000;04.07.2016 22:01:43;myData.biz
32022;Berta;Intelligent;Female;German;24000;04.07.2016 22:01:51;myData.biz
32023;Berta;Splendid;Female;Celtic;24000;04.07.2016 22:01:59;myData.biz
32024;Bertha;Intelligent: Bright.;Female;German;23000;04.07.2016 22:02:08;myData.biz
32025;Bertha;legend name;Female;French;23000;04.07.2016 22:02:15;myData.biz
32026;Berthe;Bright;Female;French;2000;04.07.2016 22:02:24;myData.biz
32027;Berthold;Bright ruler;Male;German;6000;04.07.2016 22:02:33;myData.biz
32028;Berti;ploughman;Male;Aramaic;12000;04.07.2016 22:02:41;myData.biz
32029;Bertie;Variant of Bert - industrious.;Male;English;6000;04.07.2016 22:02:48;myData.biz
32030;Bertilda;Shining battlemaid;Female;English;125;04.07.2016 22:02:59;myData.biz
32031;Bertilde;Shining battlemaid;Female;English;44;04.07.2016 22:03:07;myData.biz
32032;Bertilde;shining battle-maid;Female;English;44;04.07.2016 22:03:12;myData.biz
32033;Bertin;Variant of Bert - industrious.;Male;English;10000;04.07.2016 22:03:21;myData.biz
32034;Bertina;Intelligent;Female;German;1000;04.07.2016 22:03:29;myData.biz
32035;Berto;Intelligent;Male;Spanish;13000;04.07.2016 22:03:38;myData.biz
32036;Berton;from the fortified town;Male;English;5000;04.07.2016 22:03:44;myData.biz
32037;Bertrade;Bright counselor;Female;English;16;04.07.2016 22:03:56;myData.biz
32038;Bertram;A knight;Male;Arthurian Legend;13000;04.07.2016 22:04:00;myData.biz
32039;Bertram;a knight (twelfth century);Male;Arthurian;13000;04.07.2016 22:04:07;myData.biz
32040;Bertram;bright raven;Male;English;13000;04.07.2016 22:04:15;myData.biz
32041;Bertram;Glorious raven.;Male;German;13000;04.07.2016 22:04:23;myData.biz
32042;Bertrand;intelligent;Male;French;48000;04.07.2016 22:04:32;myData.biz
32043;Bertrand;Intelligent: Glorious raven.;Male;French;48000;04.07.2016 22:04:39;myData.biz
32044;Bertuska;brave;Female;Hungarian;3;04.07.2016 22:04:48;myData.biz
32045;Beruriah;Selected by God;Female;Hebrew;4;04.07.2016 22:04:56;myData.biz
32046;Berwick;From the barley grange;Male;English;11000;04.07.2016 22:05:05;myData.biz
32047;Berwyk;From the barley grange;Male;English;0;04.07.2016 22:05:11;myData.biz
32048;Beryl;A gemstone of varying colors: often yellow-green. In the Bible the eighth foundation stone of the wall of New Jerusalem was beryl.;Female;English;10000;04.07.2016 22:05:21;myData.biz
32049;Beryl;crystal;Female;Greek;10000;04.07.2016 22:05:27;myData.biz
32050;Beryx;meaning unknown;Male;Romanian;6;04.07.2016 22:05:36;myData.biz
32051;Bes;myth name (dwarf god, brings joy);Male;Egyptian;25000;04.07.2016 22:05:44;myData.biz
32052;Bess;Diminutive of Elizabeth.;Female;English;15000;04.07.2016 22:05:52;myData.biz
32053;Bessie;Diminutive of Elizabeth.;Female;English;7000;04.07.2016 22:06:01;myData.biz
32054;Bessy;Diminutive of Elizabeth.;Female;English;3000;04.07.2016 22:06:09;myData.biz
32055;Bestandan;stands beside;Male;Anglo;0;04.07.2016 22:06:15;myData.biz
32056;Bestandan;Stands beside;Male;Anglo-Saxon;0;04.07.2016 22:06:23;myData.biz
32057;Besyrwan;ensnares;Male;Anglo;1;04.07.2016 22:06:31;myData.biz
32058;Besyrwan;Ensnares;Male;Anglo-Saxon;1;04.07.2016 22:06:39;myData.biz
32059;Beta;dedicated to go;Female;Slavic;187000;04.07.2016 22:06:48;myData.biz
32060;Beth;Abbreviation of Elizabeth.;Female;Hebrew;351000;04.07.2016 22:06:56;myData.biz
32061;Beth;Lively;Male;Scottish;351000;04.07.2016 22:07:03;myData.biz
32062;Beth;Variation of Elizabeth. My God is bountiful:God of plenty.;Female;English;351000;04.07.2016 22:07:11;myData.biz
32063;Betha;Life;Female;Celtic;3000;04.07.2016 22:07:22;myData.biz
32064;Bethanee;Variant of Bethany - a village near Jerusalem where Jesus visited Mary: Martha and Lazarus.;Female;Hebrew;164;04.07.2016 22:07:31;myData.biz
32065;Bethani;Variant of Bethany - a village near Jerusalem where Jesus visited Mary: Martha and Lazarus.;Female;Hebrew;639;04.07.2016 22:07:37;myData.biz
32066;Bethanie;Variant of Bethany - a village near Jerusalem where Jesus visited Mary: Martha and Lazarus.;Female;Hebrew;4000;04.07.2016 22:07:45;myData.biz
32067;Bethann;Variant of Bethany - a village near Jerusalem where Jesus visited Mary: Martha and Lazarus.;Female;Hebrew;3000;04.07.2016 22:07:53;myData.biz
32068;Bethanna;From the house of Gods grace.;Female;Aramaic;274;04.07.2016 22:08:01;myData.biz
32069;Bethany;A village near Jerusalem where Jesus visited Mary: Martha and Lazarus.;Female;Hebrew;119000;04.07.2016 22:08:08;myData.biz
32070;Bethany;house of poverty;Female;Aramaic;119000;04.07.2016 22:08:15;myData.biz
32071;Bethea;Maid-servant of Jehovah.;Female;Hebrew;5000;04.07.2016 22:08:25;myData.biz
32072;Bethel;House of God;Female;Hebrew;64000;04.07.2016 22:08:33;myData.biz
32073;Betheli;House of God;Female;Hebrew;13;04.07.2016 22:08:41;myData.biz
32074;Bethia;house of God;Female;English;353;04.07.2016 22:08:50;myData.biz
32075;Bethia;Maid-servant of Jehovah.;Female;Hebrew;353;04.07.2016 22:08:55;myData.biz
32076;Bethiar;House of God;Female;English;0;04.07.2016 22:09:03;myData.biz
32077;Bethsaida;Merciful;Female;Hebrew;499;04.07.2016 22:09:13;myData.biz
32078;Bethseda;Merciful;Female;Hebrew;17;04.07.2016 22:09:21;myData.biz
32079;Bethsheba;Oath;Female;Hebrew;76;04.07.2016 22:09:30;myData.biz
32080;Betia;House of God;Female;English;168;04.07.2016 22:09:37;myData.biz
32081;Betje;devoted to God;Female;Dutch;509;04.07.2016 22:09:44;myData.biz
32082;Betje;Devoted to God;Female;Hebrew;509;04.07.2016 22:09:51;myData.biz
32083;Betlic;splendid;Male;Anglo;3;04.07.2016 22:10:00;myData.biz
32084;Betlic;Splendid;Male;Anglo-Saxon;3;04.07.2016 22:10:07;myData.biz
32085;Betsey;Diminutive of Elizabeth.;Female;English;4000;04.07.2016 22:10:17;myData.biz
32086;Betsy;Devoted to God;Female;Hebrew;54000;04.07.2016 22:10:24;myData.biz
32087;Betsy;Diminutive of Elizabeth.;Female;English;54000;04.07.2016 22:10:31;myData.biz
32088;Bette;A form of Elizabeth.;Female;French;8000;04.07.2016 22:10:41;myData.biz
32089;Betti;Devoted to God;Female;Hebrew;7000;04.07.2016 22:10:49;myData.biz
32090;Bettina;Devoted to God;Female;Hebrew;29000;04.07.2016 22:10:56;myData.biz
32091;Bettine;A form of Elizabeth.;Female;French;450;04.07.2016 22:11:05;myData.biz
32092;Bettine;Devoted to God;Female;Hebrew;450;04.07.2016 22:11:11;myData.biz
32093;Betty;Devoted to God;Female;Hebrew;163000;04.07.2016 22:11:20;myData.biz
32094;Betty;Variation of Elizabeth. My God is bountiful:God of plenty.;Female;English;163000;04.07.2016 22:11:27;myData.biz
32095;Betzalel;In God's shadow;Male;Hebrew;328;04.07.2016 22:11:37;myData.biz
32096;Beula;To marry;Female;Hebrew;1000;04.07.2016 22:11:46;myData.biz
32097;Beulah;to marry;Female;Hebrew;6000;04.07.2016 22:11:53;myData.biz
32098;Beulah;To marry: Claimed as a wife. In the Bible Beulah is a name symbolic of the heavenly Zion.;Female;Hebrew;6000;04.07.2016 22:11:59;myData.biz
32099;Bevan;Young soldier;Male;Celtic;14000;04.07.2016 22:12:08;myData.biz
32100;Beverlee;Beaver stream.;Female;English;1000;04.07.2016 22:12:17;myData.biz
32101;Beverley;From the beaver meadow;Male;English;24000;04.07.2016 22:12:25;myData.biz
32102;Beverley;Woman from the beaver meadow. Beaver stream.;Female;English;24000;04.07.2016 22:12:31;myData.biz
32103;Beverly;From the beaver meadow;Male;English;181000;04.07.2016 22:12:40;myData.biz
32104;Beverly;woman from the beaver meadow;Female;English;181000;04.07.2016 22:12:47;myData.biz
32105;Beverly;Woman from the beaver meadow. Beaver stream.;Female;English;181000;04.07.2016 22:12:55;myData.biz
32106;Bevin;Singer;Female;Irish;3000;04.07.2016 22:13:06;myData.biz
32107;Bevin;Young soldier;Male;Celtic;3000;04.07.2016 22:13:11;myData.biz
32108;Bevis;From Beauvais;Male;French;3000;04.07.2016 22:13:21;myData.biz
32109;Bevyn;Young soldier;Male;Celtic;33;04.07.2016 22:13:31;myData.biz
32110;Bha;star;Female;Indian;5000;04.07.2016 22:13:37;myData.biz
32111;Bhadraa;cow;Female;Indian;5;04.07.2016 22:13:44;myData.biz
32112;Bhagiratha;goddess;Female;Indian;59;04.07.2016 22:13:55;myData.biz
32113;Bhaic;Bank;Male;Scottish;0;04.07.2016 22:13:59;myData.biz
32114;Bhairavi;meaning unknown;Female;Indian;699;04.07.2016 22:14:10;myData.biz
32115;Bhaltair;Strong fighter;Male;Scottish;21;04.07.2016 22:14:21;myData.biz
32116;Bhikkhuni;a nun;Female;Indian;25;04.07.2016 22:14:26;myData.biz
32117;Bhimadevi;myth name (a frightening goddess);Female;Indian;0;04.07.2016 22:14:31;myData.biz
32118;Bhradain;Salmon;Male;Scottish;28;04.07.2016 22:14:42;myData.biz
32119;Bhraghad;From the upper part;Male;Scottish;0;04.07.2016 22:14:48;myData.biz
32120;Bhreac;Speckled;Male;Scottish;7;04.07.2016 22:14:56;myData.biz
32121;Bhric;Speckled;Male;Scottish;6;04.07.2016 22:15:04;myData.biz
32122;Bhruic;badger;Male;Gaelic;1;04.07.2016 22:15:11;myData.biz
32123;Bhu;myth name (earth);Female;Indian;8000;04.07.2016 22:15:21;myData.biz
32124;Biaiardo;reddish-brown hair;Male;Italian;9;04.07.2016 22:15:31;myData.biz
32125;Bian;"secretive; hidden";Female;Vietnamese;9000;04.07.2016 22:15:37;myData.biz
32126;Bianca;white;Female;Italian;191000;04.07.2016 22:15:44;myData.biz
32127;Bianca;white;Female;Romanian;191000;04.07.2016 22:15:51;myData.biz
32128;Bianca;White.;Female;Italian;191000;04.07.2016 22:15:59;myData.biz
32129;Biast;Beast;Male;Scottish;22;04.07.2016 22:16:10;myData.biz
32130;Bibi;"An East African female name meaning &quot;daughter of a king.&quot;Also a Kiswahili word meaning &quot;lady&quot; or &quot;grandmother.&quot;";Female;African;39000;04.07.2016 22:16:16;myData.biz
32131;Bibi;Lady.;Female;Arabic;39000;04.07.2016 22:16:23;myData.biz
32132;Bibiana;Lady.;Female;Arabic;13000;04.07.2016 22:16:33;myData.biz
32133;Bibiana;Lively Variant of Vivian.;Female;Spanish;13000;04.07.2016 22:16:39;myData.biz
32134;Bibsbebe;Lady;Female;Arabic;0;04.07.2016 22:16:47;myData.biz
32135;Bich;jade;Female;Vietnamese;19000;04.07.2016 22:16:56;myData.biz
32136;Bick;From the hewer's ford;Male;English;3000;04.07.2016 22:17:05;myData.biz
32137;Bickford;From the hewer's ford;Male;English;6000;04.07.2016 22:17:13;myData.biz
32138;Bicoir;Father of Arthur;Male;Arthurian Legend;0;04.07.2016 22:17:19;myData.biz
32139;Bicoir;father of Arthur (seventh century);Male;Arthurian;0;04.07.2016 22:17:27;myData.biz
32140;Biddy;Protective;Female;Irish;2000;04.07.2016 22:17:37;myData.biz
32141;Bidelia;Protective;Female;Irish;58;04.07.2016 22:17:51;myData.biz
32142;Bidina;Protective;Female;Irish;40;04.07.2016 22:18:01;myData.biz
32143;Bidziil;He is strong (Navajo);Male;Native American;10;04.07.2016 22:18:09;myData.biz
32144;Bidziil;"Navajo name meaning &quot; he is strong.&quot;";Male;Native;10;04.07.2016 22:18:16;myData.biz
32145;Biecaford;From the hewer's ford;Male;English;0;04.07.2016 22:18:23;myData.biz
32146;Bienvenida;Welcome;Female;Spanish;971;04.07.2016 22:18:33;myData.biz
32147;Biford;Lives at the river crossing;Male;English;14;04.07.2016 22:18:41;myData.biz
32148;Bikr;the first born;Male;Arabian;53;04.07.2016 22:18:50;myData.biz
32149;Bilagaana;"Navajo name meaning &quot; white person.&quot; BIMISI";Male;Native;5;04.07.2016 22:18:56;myData.biz
32150;Bilagaana;White person (Navajo);Male;Native American;5;04.07.2016 22:19:03;myData.biz
32151;Bilal;"A Muslim name popular in North Africa, meaning &quot;black man.&quot;";Male;African;298000;04.07.2016 22:19:13;myData.biz
32152;Bilal;name of the prophet's muezzin;Male;Arabic;298000;04.07.2016 22:19:19;myData.biz
32153;Bill;Nickname for William - resolute protector - often used as an independent name.;Male;English;523000;04.07.2016 22:19:29;myData.biz
32154;Billie;Determination: strength. A nickname for William. Often combined with other names - Billie-jean and Billie Jo;Female;English;34000;04.07.2016 22:19:37;myData.biz
32155;Billie;Nickname for William resolute protector - often used as an independent name.;Male;English;34000;04.07.2016 22:19:43;myData.biz
32156;Billy;Nickname for William - resolute protector - often used as an independent name.;Male;English;212000;04.07.2016 22:19:52;myData.biz
32157;Bilqis;Queen of Sheba;Female;Arabic;3000;04.07.2016 22:20:01;myData.biz
32158;Bily;white;Male;Czechoslovakian;4000;04.07.2016 22:20:08;myData.biz
32159;Bimisi;Slippery;Male;Native American;2;04.07.2016 22:20:16;myData.biz
32160;Binah;Understanding;Male;Hebrew;541;04.07.2016 22:20:26;myData.biz
32161;Binata;A popular Wolof of Senegal name for females.;Female;African;144;04.07.2016 22:20:34;myData.biz
32162;Bing;From the kettle shaped hollow;Male;German;29000;04.07.2016 22:20:40;myData.biz
32163;Bing;from the kettle-shaped hollow;Male;German;29000;04.07.2016 22:20:47;myData.biz
32164;Bing Qing;clear as ice;Female;Chinese;11;04.07.2016 22:20:57;myData.biz
32165;Binga;From the kettle shaped hollow;Female;German;763;04.07.2016 22:21:04;myData.biz
32166;Binga;from the kettle-shaped hollow;Female;German;763;04.07.2016 22:21:11;myData.biz
32167;Binge;From the kettle shaped hollow;Female;German;1000;04.07.2016 22:21:20;myData.biz
32168;Binge;From the kettle shaped hollow;Male;German;1000;04.07.2016 22:21:27;myData.biz
32169;Bingen;conquers;Male;Basque;3000;04.07.2016 22:21:36;myData.biz
32170;Binh;peace;Female;Vietnamese;44000;04.07.2016 22:21:45;myData.biz
32171;Binh;peace, peacefulness (also a girl's name);Male;Vietnamese;44000;04.07.2016 22:21:52;myData.biz
32172;Bink;Lives at the bank;Male;English;3000;04.07.2016 22:22:01;myData.biz
32173;Binta;"West African female name meaning &quot;with God.&quot;";Female;African;3000;04.07.2016 22:22:09;myData.biz
32174;Binyamin;Ploughman;Male;Hebrew;2000;04.07.2016 22:22:17;myData.biz
32175;Birch;birch tree;Male;English;30000;04.07.2016 22:22:24;myData.biz
32176;Birch;Bright: shining: the birch tree.;Male;English;30000;04.07.2016 22:22:31;myData.biz
32177;Birche;Birch;Male;English;60;04.07.2016 22:22:42;myData.biz
32178;Bird;Bird;Male;English;168000;04.07.2016 22:22:48;myData.biz
32179;Birde;Bird;Male;English;596;04.07.2016 22:22:58;myData.biz
32180;Birdena;Contemporary name meaning Little bird.;Female;English;27;04.07.2016 22:23:05;myData.biz
32181;Birdhil;From the bird hill;Male;English;5;04.07.2016 22:23:12;myData.biz
32182;Birdhill;From the bird hill;Male;English;36;04.07.2016 22:23:23;myData.biz
32183;Birdie;birdlike;Female;English;6000;04.07.2016 22:23:28;myData.biz
32184;Birdie;Contemporary name meaning Little bird: birdlike.;Female;English;6000;04.07.2016 22:23:35;myData.biz
32185;Birdine;Contemporary name meaning Little bird.;Female;English;139;04.07.2016 22:23:47;myData.biz
32186;Birdoswald;from Birdoswald;Male;Anglo;1;04.07.2016 22:23:51;myData.biz
32187;Birdoswald;From Birdoswald;Male;Anglo-Saxon;1;04.07.2016 22:23:59;myData.biz
32188;Birdy;Birdlike;Female;English;5000;04.07.2016 22:24:10;myData.biz
32189;Birgit;Splendid or strong;Female;Celtic;23000;04.07.2016 22:24:16;myData.biz
